soc-Epinions1,3-64,1.2126
soc-Epinions1,3-64,1.2108
soc-Epinions1,3-64,1.2152
soc-Epinions1,3-64,1.2144
soc-Epinions1,2-64,0.9371
soc-Epinions1,2-64,0.9392
soc-Epinions1,3-64,1.2157
soc-Epinions1,3-64,1.2197
soc-Epinions1,3-64,1.2196
soc-Epinions1,3-64,1.2194
soc-Epinions1,3-64,1.1868
soc-Epinions1,3-64,1.1835
soc-Epinions1,3-64,1.1862
soc-Epinions1,3-64,1.1874
soc-Epinions1,3-64,0.9249
soc-Epinions1,3-64,0.921
soc-Epinions1,3-64,0.9226
soc-Epinions1,3-64,0.9195
soc-Epinions1,3-64,0.916
soc-Epinions1,3-64,0.9241
soc-Epinions1,3-64,2.3702
soc-Epinions1,3-64,2.3602
soc-Epinions1,3-64,0.9549
soc-Epinions1,3-64,0.9561
GitHub,3-64,0.2829
soc-Epinions1,3-64,0.9093
soc-Epinions1,3-64,2.4906
soc-Epinions1,3-64,0.9288
soc-Epinions1,3-64,0.9324
soc-Epinions1,3-64,0.9291
soc-Epinions1,3-64,1.6072
soc-Epinions1,3-64,1.6318
soc-Epinions1,3-64,1.5167
soc-Epinions1,3-64,0.9328
soc-Epinions1,3-64,5.3961
soc-Epinions1,3-64,5.3948
soc-Epinions1,3-64,5.3973
